gene	p-value	label
RPA1	4.42125575752703e-05	0
ITK	4.770536438450517e-05	0
MRPS5	4.939519806619886e-05	0
SOS1	5.110575227312513e-05	0
CALM1	5.224120277829836e-05	0
AP2A1	5.394446883230614e-05	0
JMJD6	5.482195821748965e-05	0
IL6	5.492346250432523e-05	0
AR	5.6214499007194575e-05	0
GSK3A	5.6669422681155954e-05	0
IFNG	5.804295398556743e-05	0
EGF	5.9545097677453446e-05	0
SRF	6.164636265359459e-05	0
SKP2	6.452835655634904e-05	0
TP73	7.057425360181065e-05	0
PDGFRB	7.205175383680882e-05	0
HSP90AA1	7.267781481015554e-05	0
MAP2K2	7.302374699832426e-05	0
SLC7A1	7.414977143290913e-05	0
PML	7.987031663569834e-05	0
EIF2B3	8.850194145139049e-05	0
CBL	9.21478873119e-05	1
RAP1A	9.21651823131849e-05	0
PARP1	9.533223581149993e-05	0
FBXW7	9.636632742849e-05	1
LAT	9.74205904087346e-05	0
NDUFS3	0.0001071905958971	0
PDPK1	0.0001186210275019	0
WNK4	0.0001196308245554	0
BRCA2	0.0001209005362465	1
SP1	0.0001235189987757	0
NGFR	0.0001245230706126	0
PRMT6	0.0001263614544716	0
CDK5	0.0001274213397372	0
NR3C1	0.0001313366948855	0
ASPM	0.0001314593182133	0
PPP3CA	0.0001384030731077	0
PRMT1	0.0001406328642535	0
TP53	0.0001416065757282	1
MAP2K3	0.0001419677094893	0
LYN	0.0001566993609205	0
ACOX1	0.0001689760227764	0
DUT	0.0001690832725916	0
PABPC1	0.0001691866883683	0
KRT8	0.000170734571817	0
GNAS	0.0001825853967171	1
MKNK1	0.0001833857009727	0
PTGS2	0.0001856075215587	0
SP100	0.0001887920790322	0
PPP2CA	0.0001933979525263	0
SMAD1	0.0001950219535554	0
TP53BP1	0.0002003293377226	0
CDC25C	0.0002021939705898	0
SLC2A4	0.000202578939965	0
IKBKB	0.0002038235379426	0
PI4KA	0.0002057002410798	0
ERBB2	0.0002173346350024	1
VAV2	0.0002179308256877	0
FABP1	0.0002359066639562	0
STAT1	0.0002371531285586	0
GNL3L	0.0002468491250388	0
DIRAS3	0.0002810462590286	0
PPP3CC	0.0002813327974556	0
CXCR4	0.0002909779198001	0
XIAP	0.0002924233384708	0
SRA1	0.0002939074541567	0
CHEK1	0.0002944526755705	0
DNAJB6	0.0003005783214665	0
SYK	0.0003015911492451	0
TGFBR2	0.000308219577233	1
WASF1	0.0003100624643673	0
RPS6KB1	0.0003145875363739	0
ARHGEF6	0.0003179948714051	0
CALR	0.0003282397579344	0
RAB7A	0.0003363995299928	-1
FAS	0.0003451428404207	1
PTPN6	0.0003615948254138	0
PEBP1	0.0003621760224003	0
PCBP1	0.0003719092175218	0
VARS2	0.0003762407469812	0
STAT5A	0.0003859197069748	0
MRPL24	0.0003914463436193	0
PTK2B	0.0004099891069978	0
MRPS28	0.0004181074805405	0
CDC34	0.0004258940259215	0
RAB3D	0.0004278315472961	-1
GPT	0.0004287825515903	0
DHFR	0.0004413197076102	0
FOXA1	0.0004499214702044	1
ATR	0.0004671430606752	1
FANCA	0.0004808269822419	0
ATP1B1	0.0004873176949733	0
NDUFAF6	0.0004947941306269	0
GPT2	0.0004991457392158	0
AXIN1	0.0004999763699785	1
PPP1CA	0.0005127015955082	0
MARS2	0.0005212803343175	0
CDKN1A	0.0005340893068191	0
UQCRQ	0.0005368639382939	0
SIRT7	0.0005629076795153	0
MAPK7	0.0005669449932987	0
CCND1	0.000581141174905	1
ARAF	0.0006001806701735	0
ABL1	0.0006016263442922	0
TPM4	0.0006192962075211	0
CDC25A	0.0006336735304408	0
FASLG	0.0006838348080436	0
IL4R	0.0006909471125862	0
RPS6KA1	0.0006968099632925	0
RASD2	0.0006990669867349	0
ATP6V0A2	0.0007079720010654	0
VCAM1	0.0007134184367071	0
BCS1L	0.0007300924534991	0
NFATC2	0.0007518526334838	0
PKN2	0.0007526672556406	0
PI4KB	0.0007635784702034	-1
EIF2AK3	0.0007969464709833	0
F2R	0.0008121841808013	0
NTM	0.0008167984438027	0
YARS2	0.0008478422880165	0
GRIN2B	0.0008835762726709	0
PDE12	0.0008985148101213	0
GCH1	0.000904169339827	0
NFATC1	0.0009296421962148	0
SOD1	0.000967697489373	0
TRIM25	0.0009928792256298	0
NDUFA1	0.0010005533688499	0
MRPS23	0.0010142820530972	0
KRT19	0.0010215016466734	0
EIF2B2	0.0010364054115706	0
CUL7	0.0010565313414061	0
GATC	0.0010674265230448	0
NOS3	0.0010718427752498	0
POLG	0.0010869102116001	0
PIK3R2	0.0011009429812869	0
NFU1	0.001104453937876	0
RPS6KA5	0.0011059046350745	0
DIAPH1	0.0011136774330592	0
JAK1	0.0011452202466835	0
F2	0.0011738931520113	0
PNPT1	0.0011862316684575	0
CDK2	0.0011874158103331	0
BTG1	0.0012110514190187	0
FANCD2	0.0012269222633294	0
HMOX1	0.0012291121708203	0
MRAS	0.0012421009264253	0
ACO1	0.0012463992589447	0
BID	0.0012670090707475	0
ADH5	0.0012687444631023	0
GALNT12	0.0012934742463135	0
PFKP	0.0013010035613348	0
PPP1CC	0.0013191430622366	0
SLC9A3R1	0.0013427190244525	0
CRKL	0.0013501461419005	0
RYR2	0.0013595289052618	1
HDAC5	0.001387007199109	0
MRPL3	0.001400339378351	0
STAT5B	0.001416931775876	0
PDGFRA	0.00146053878472	1
IRS1	0.0014740938826824	0
AKT2	0.0015141604857282	1
GFAP	0.0015263884518174	0
CDKN1B	0.00153205297115	1
CDK6	0.0015515670238007	1
DNAJB1	0.0015600935811851	0
TARS2	0.0016066900633069	0
SARS2	0.0016125848587764	0
MRPS9	0.0016202070082443	0
E2F1	0.0016293107653136	0
MRPL19	0.0016325234663373	0
INSR	0.0016344778615788	0
MRPL53	0.0016659827755155	0
MRPS34	0.0016767217483973	0
MAPT	0.0016941923102249	0
PHB	0.0017388746761828	0
JAG1	0.0017554428331874	0
CFLAR	0.0018156640990087	0
PTEN	0.0018380024162979	1
YWHAH	0.001870103130139	0
BCL2	0.0018744270760996	0
CHRM1	0.0018781616228149	0
WEE1	0.0018887224158883	0
INPPL1	0.0018915842538976	0
WASL	0.001921867460775	0
CITED2	0.0019303388868071	0
UXS1	0.001965170485054	0
DVL1	0.0019925029257245	0
POLR1B	0.0019960957875962	0
CASP6	0.0020719491785022	0
FNTB	0.0021343564052463	0
FANCG	0.0021862354755504	0
ATP13A2	0.0021922447942378	0
NCK2	0.0021934475351406	0
PSMC3	0.0022002593480259	0
PARS2	0.0022049151939057	0
EEA1	0.0022431533307308	0
DGKZ	0.0022449741366459	0
CD28	0.0022783509362658	0
VAV1	0.0022805708457278	0
ELAVL1	0.0023257174333046	0
CCNE1	0.0023605399200052	1
ARHGEF1	0.0023751884186322	0
GBF1	0.0023917214938769	0
CCNA1	0.0025140244167273	0
WT1	0.002536746194941	1
ADCY1	0.0025714484045561	0
SHMT2	0.0027490558311894	0
NSUN4	0.0027582282361212	0
KIT	0.0027707703651601	1
CDK3	0.0027862758353232	0
DNAJC27	0.0027944354163224	0
CHAF1B	0.0028238056376706	-1
IFNGR2	0.0028735122156252	0
BPGM	0.0028955943467814	0
MMS19	0.0029778189155135	0
FKBP3	0.0029928280935653	0
POLG2	0.003034863509337	0
CASP3	0.0030541507784699	0
IFNGR1	0.0030918251120333	0
STRADA	0.0030948769421428	0
BANF1	0.0031327779434485	0
PFKM	0.0031366970812668	0
IRS4	0.0032686020556425	1
FKBP1A	0.0032972329991409	0
CDK4	0.0033322992003885	0
PFKL	0.0033365954458295	0
ERAL1	0.003495049596135	0
MRPL35	0.0035277536093463	0
NFATC4	0.0035449895650584	0
TMEM126B	0.0035639643800332	0
RALA	0.0036363765725292	0
IL18	0.0037289918942018	0
TMOD1	0.0037929452956174	-1
NEIL3	0.0038428618877741	-1
CHN1	0.0038756410560213	0
NDUFA7	0.0038849517796005	0
EIF4A2	0.0039534869944258	0
BTK	0.0039670641434812	0
ITPK1	0.0039932569066308	0
BCAR1	0.0041132572037262	0
SMYD2	0.0041728944266427	0
MDM4	0.0042760873275764	0
CSTA	0.0042994758959427	0
RASSF5	0.0043244740316458	0
NDUFA5	0.0044169211609467	0
ING2	0.0044972144099649	0
CDC25B	0.0045186973741288	0
TERF1	0.0045559431447801	0
FANCF	0.0047559069242131	0
MRPL44	0.0047730271583895	0
PIK3CD	0.0048534469778455	1
ARHGAP5	0.0049470561496319	0
HGF	0.0049568560415974	0
LIN7A	0.0049722811517912	0
TAF1	0.0049782580716809	0
CCT4	0.0052153903760123	0
FBP2	0.0052507747122995	0
BCAT1	0.0053132840888965	0
SERPINB5	0.0053623139006588	-1
RASSF2	0.0053718032150446	0
IL6ST	0.0054939489864111	0
STX17	0.0056548034578279	0
MYD88	0.0057199058378303	0
NTRK1	0.0057493404314998	1
CAMK1	0.0057885086906869	0
NFATC3	0.005829397609785	0
GNA12	0.0058504567502843	0
SMAD5	0.0058983418470966	-1
RDH13	0.0059487019929193	-1
CASP7	0.0059728543623645	0
TKTL2	0.0061412598976029	0
GRB7	0.0062543859211921	0
KCTD17	0.00629284860304	0
AKT3	0.0063590341826566	1
NDUFV3	0.006382840693753	0
MYH2	0.0064221021844839	0
DVL2	0.0064844028630178	0
AGT	0.0067858440040934	0
RICTOR	0.0069615989889658	0
BCAT2	0.0071098439609291	0
SP3	0.0071679337287811	0
ALDH6A1	0.0071698833946608	0
FANCE	0.0072298338387261	0
ILK	0.0073108193743753	0
STAT6	0.007339288180978	0
GADD45GIP1	0.0073885760717978	0
GATA4	0.0075731230797477	0
MRPS21	0.0075829326419367	0
IL2RG	0.0078980104923233	0
GATA2	0.0079727360137865	1
UMPS	0.0080261922767626	0
FHL2	0.0080603939132863	0
CD86	0.0081038393442695	0
EIF2B1	0.0081446541666846	0
CD79A	0.0082614924732647	0
DHCR24	0.0083277511631529	0
TICAM1	0.0084353704280225	0
NFYA	0.0084639005305447	0
NKX2-5	0.008567724718776	0
CHN2	0.0086429063178661	0
EIF2AK2	0.0089788978156896	-1
TRIO	0.0090189913776912	0
FOXO3	0.0090827967355726	1
FGF2	0.0091214854769127	0
WNT1	0.0093306431273468	0
GLUD2	0.0094603549156811	0
CASP9	0.0095436727509292	0
BHLHE40	0.0096341069892491	0
RALBP1	0.0097228215491839	0
MTOR	0.0100722639807515	0
SOAT2	0.0102823407834222	0
ETF1	0.0102874676911821	0
BAD	0.0104679709096534	0
PIK3CB	0.0104994028142091	1
CD79B	0.0106068958632243	0
NPPA	0.0107144716176289	0
NCOA4	0.0111288363122887	0
PFKFB1	0.0113435854088674	0
RHEB	0.0115120583530764	0
ETFDH	0.0117708859256445	0
CTCF	0.0121653803123586	1
ITGB3	0.0121939928838723	0
CAMK4	0.0123981083956418	0
GLRX3	0.012494928986547	0
EIF3A	0.0125802641243042	0
SLC9A3R2	0.0127422618356835	0
PDIA5	0.0127619539154113	0
GGCT	0.0128739539854147	0
EIF2S3	0.0133878009273675	0
XRCC6	0.0134169107999793	0
ZNF302	0.0135270598755466	-1
GNA13	0.0136697494754031	0
MRPL45	0.0136726024539514	0
GPX7	0.0137431079729731	0
CDKN2D	0.0137712110774343	0
RAD17	0.0137979556114166	0
JAK3	0.014161451392426	0
FKBP2	0.0141828489765565	0
RMDN3	0.0141889616708058	-1
SERPINB3	0.0142358619950905	0
NFKBIB	0.0142360666922905	0
POLR1D	0.0143068694299267	0
ATP7A	0.0146381043232941	0
POLR1A	0.0146551576632271	0
BAX	0.014721470555023	0
NF2	0.0148245218688716	1
PHKA2	0.0148269237053137	0
CDK8	0.0148392763875467	0
PDE3B	0.0148602652889757	0
GPX2	0.015156668721109	0
PTPN7	0.015287796872879	0
EIF4A1	0.0153703952875049	0
SOCS3	0.0154377624340556	0
NGRN	0.015636678771296	0
PAX3	0.015775136563861	0
FZD1	0.0158529963818437	0
PAK6	0.0160632641172789	0
SRR	0.0162804907574439	0
CIAO1	0.0162925118754168	0
EIF4G1	0.0163016099108403	0
MFAP4	0.0165006383033145	0
UBTF	0.0165681281842134	0
NMI	0.0169850052256297	0
AURKAIP1	0.0170169158490376	0
OTUD5	0.0170358281387536	0
SNAP29	0.0170891958264384	0
TFDP1	0.0171077776435125	0
