gene	p-value	label
RALBP1	0.004475105079903	0
EIF2B3	0.0045265582281066	0
SHOC2	0.0045890845011565	0
CAMK1	0.004595870709093	0
RHEB	0.0046009000655002	0
EIF2S3	0.0046995752394957	0
MET	0.0047319271314197	0
ROCK1	0.0047649930280636	0
ACOX1	0.0047720094667898	0
TMEM43	0.0048423529044542	0
SRA1	0.0048429790481543	0
EFNA3	0.0048436821731509	0
NCF2	0.0049212108361665	0
CRK	0.0049944096733109	0
EIF3A	0.0051857817880793	0
CBL	0.0052550343824146	0
BRD1	0.0052615991053858	-1
PTK2B	0.005265986547658	0
RAD1	0.0052715841974028	0
EMC3	0.0052823730774535	0
DNAJC3	0.0052859344536152	0
ANK2	0.0053006568667679	0
CD79B	0.0053212444605004	0
PRAM1	0.005351183586417	0
APOA1	0.0053820396757611	0
HDAC5	0.0053964337061673	0
EFNA1	0.0054263376747169	0
RFFL	0.0055045067575244	0
IFNGR2	0.0055236049396941	0
CDK5	0.0055549949254976	0
ZC3H4	0.0055681347903843	0
JAK3	0.0056041278548251	0
RASA1	0.0057470878480021	0
CD79A	0.0057477683009485	0
NKX2-5	0.0057617775747292	0
APOL5	0.0057779668519808	0
CITED2	0.0057802710521395	0
TREX1	0.0059712160595545	0
IFNGR1	0.0060248708330688	0
FLII	0.0060470911144387	0
REPIN1	0.0060676536553278	-1
STAT3	0.0060982847503978	0
NCAPD3	0.0061334363568209	1
APOL1	0.0061419195421101	0
CUL9	0.0062286475255797	0
GHR	0.0062556243707766	0
ZNHIT1	0.0062699018223123	0
SMYD2	0.0063282476478145	0
ABL1	0.0063329881528733	0
LSM14A	0.0064922588884562	0
UBAP2	0.0065012781551975	0
NR1H3	0.0066211656085496	0
EGF	0.0066230184366266	0
HIC1	0.0068091399336972	0
EPHB3	0.0069050592412763	0
CCND1	0.0071359578581201	0
HLA-E	0.0071460289147674	0
PABPC3	0.0072681203309366	-1
EIF4G3	0.0072885147387337	0
FAS	0.00730177440143	0
RAD17	0.0073064573262513	0
RAD9A	0.0073146820484247	0
DDX1	0.0073490840878479	0
CCNE1	0.0073523667391091	0
IGSF8	0.0073848210554263	0
ERBB2	0.0074102522843826	0
PAX3	0.0074539834188187	0
GNAI1	0.0074559856300487	0
RAB18	0.0074656692898859	0
PHKA2	0.0074735497979467	0
DUSP26	0.0075407957997129	-1
CDK6	0.0076626395152146	0
CDK2	0.007713243134508	0
LRP4	0.007809669316265	0
ATM	0.0078269624378845	1
DUSP1	0.0080203488964645	0
WT1	0.0080238465497605	0
SOX4	0.0080663039433659	0
ZBTB1	0.0080885474898709	0
C10orf90	0.0080902748309426	0
VARS2	0.0081170880748386	0
SORL1	0.0081350434145978	0
BTF3	0.0081356565838696	-1
PTPN6	0.0081446621702137	0
ARIH2	0.0082011513315245	0
NFATC3	0.0082128256057837	0
RPS8	0.008222474230225	0
CASP7	0.0082377370588431	0
TMED9	0.0082413768466731	-1
PTBP3	0.0082827823869758	-1
NGFR	0.0083534891917564	0
ZBTB2	0.0083951805442584	0
BAD	0.0085252561191699	0
CPLX2	0.0086242654723577	0
FYN	0.0086284332776299	0
NFYA	0.0086480752465946	0
AXIN1	0.0086591021933847	0
RPL26	0.0086800561687127	0
HM13	0.0087211428910487	0
PLA2G4A	0.0088353321374792	0
NGF	0.0089478391675462	0
TUBGCP4	0.008967282917766	0
NOS3	0.0089706677642052	0
MTOR	0.0090340312030641	0
IRS1	0.0090542869471301	0
SMYD3	0.0090814628031817	0
YWHAH	0.0091384031056788	0
AGO4	0.0091482000588426	0
EIF4A2	0.0091500557862151	0
EIF4G1	0.0091647326490322	0
RAPGEF4	0.0092016404103956	-1
CASP3	0.0093900055810017	0
GRB10	0.0094829016055791	0
FBLN5	0.0097455585704962	0
RPL18A	0.0097794205147104	0
AKAP1	0.0097905085254933	0
DVL1	0.0097956817488939	0
PGRMC1	0.0098382089277905	0
MRPL11	0.0098990143978178	0
SYK	0.0099513709453607	0
TDRD3	0.0099570796858383	0
HNRNPM	0.0099604828110225	-1
SHB	0.0099857584801487	0
CDK4	0.0099951198697225	0
RABAC1	0.0100278240015142	-1
JAK1	0.0100518422483225	0
NPNT	0.010193800065535	0
ZAP70	0.0101972317326009	0
XIAP	0.010200245561351	0
CALR	0.0102643057748103	0
CARM1	0.0102824858326594	0
HSD17B4	0.0103211119792584	0
EPHA10	0.0103284123281658	0
EFNB3	0.0103733716232187	0
INSR	0.0103879229557933	0
KISS1R	0.010464160016516	0
VAV1	0.0105540517067733	0
NR0B2	0.0105845701827459	0
KRT1	0.0106185882967026	0
MDM4	0.010683686704745	0
BIN1	0.0107382063916879	0
RADIL	0.0109187132805095	0
FANCE	0.0109255457733782	0
RPL21	0.0109274443992707	0
MYO1B	0.0109882689832756	1
NCOA1	0.0110015603998095	0
CDK3	0.0110561427411075	0
GNAQ	0.0114296345522542	0
LTBP1	0.0114519203191816	0
APBB1IP	0.0114770258791541	-1
CAMK1D	0.0115807261754075	0
EFNA5	0.0116162682228529	0
USP7	0.0117479262666713	0
PA2G4	0.0117540462826208	0
RAP1GAP	0.0119072927425559	-1
ITGB1	0.0120381849731456	0
FBLN1	0.0121617428182064	0
EXOC6	0.0121639311972754	0
TOMM40	0.0123012557898818	0
GNB1	0.0124247628290073	0
PPARA	0.0124287743889548	0
GRN	0.0124768222771802	0
TADA1	0.0124884217730131	-1
KRT10	0.0125034811222978	0
ADCY1	0.0125603635468438	0
UBAC2	0.012862910454259	-1
FANCG	0.0128996363204833	0
HNF1A	0.0130713841894804	0
HLA-C	0.0131417712711478	0
RAPGEF5	0.0131620257877675	0
BCL3	0.0132421436315072	0
CHAF1B	0.0132463301403686	-1
DNAJB1	0.0132987000077857	0
HMGN2	0.0133375853459281	0
PADI1	0.0133647906177368	0
E2F1	0.0134378828893698	0
TSC2	0.0135955380893711	0
NFATC4	0.0137646939097298	0
RAPGEF6	0.013875744720563	0
CALM2	0.0138873381691858	0
TOP1MT	0.0139270310544814	0
UBAP2L	0.0142039472752137	0
CDKN1B	0.0143126760810335	0
PDGFRA	0.0143752259403301	0
ACTA1	0.0143869792108467	0
RGS14	0.0144131823903262	0
OPHN1	0.0144564186855943	0
SURF4	0.0145589518335956	0
PDPK1	0.0146647493333804	0
HOXB9	0.0149619199123503	0
ARHGAP4	0.0150557020748999	0
BTK	0.0150941388198831	0
CCDC180	0.0151390730373721	0
EFNA4	0.0152653190265307	0
ZFP41	0.0154024913537323	-1
CDKN2D	0.0154593204486471	0
LIN7A	0.0155003863783236	0
DHX9	0.0156480495214354	0
LMO7	0.0157933790269491	0
RPLP2	0.015828195850779	0
SOS1	0.0159483495000824	0
STAT1	0.0160116838701006	0
PIK3R1	0.0164297302327999	0
CDKN1A	0.0165791095823038	0
HINFP	0.0165910885077902	0
MYL6	0.0167745167628073	0
LCK	0.0170480897189261	0
LIMA1	0.0170649036073754	0
MAP2K2	0.0170715245908471	0
FASLG	0.0172261965959329	0
UBAC1	0.0172965950664157	0
IER3	0.0174770431562456	0
GSK3B	0.0175433673992851	0
SP3	0.0175768481387356	0
ELK1	0.0176272532563226	0
EEF1D	0.0176445565579913	0
ADH5	0.0178404617544612	0
NCOR2	0.0182838476365774	0
CFLAR	0.0183179146674595	0
NDOR1	0.018537902145774	-1
RPS9	0.0186878550026499	0
EPHA5	0.0187039752246967	0
USP13	0.018751245518021	0
