gene	p-value	label
PLCG1	0.1873315740241252	0
USP38	0.1874025933643014	0
DCTPP1	0.187458509156167	0
SPCS3	0.1875430362263864	-1
EIF3A	0.1875485670608228	0
HECTD1	0.1877463830342094	0
DUSP8	0.1878871534343429	0
EIF4G1	0.1883198617664022	0
CDC42EP2	0.1884040336396371	0
C1QTNF9B	0.1889414369832825	0
TRAM1	0.189108752764945	-1
SEC11A	0.1891924236637396	0
SMG7	0.1894695775486542	0
RPL27	0.1894799034890076	0
DGKD	0.1895193067044072	0
SNRPB	0.1896555325909171	0
CHM	0.1901265534804272	0
SLC25A33	0.1902027243550246	0
PRMT5	0.1902363756955659	0
GOLIM4	0.191246420515338	0
PUM2	0.1912610037602302	0
ELMO1	0.1915325134074692	0
CNOT1	0.192210208941776	1
C1QTNF3	0.1922199783846324	0
PTAR1	0.1922420610107141	0
CCNDBP1	0.1924579089937179	0
KPNA2	0.192661066414615	0
ARID2	0.1928182882645462	1
DOK5	0.1929240234901462	0
CBLN1	0.1929670706827798	-1
ANP32A	0.1929747527059742	0
SLC25A46	0.1931587488514333	0
RPS15	0.1935720569878417	0
SIM2	0.1936292349827827	0
CNNM3	0.1936387586495188	0
CDKN1A	0.1937405391699528	0
WDR5	0.1937959396285934	-1
CD276	0.1941076238416259	0
SP1	0.1946812539956504	0
EIF3M	0.1947489642830297	0
C1QTNF7	0.1951262849138624	0
HHEX	0.1953798458236288	0
HSPH1	0.1955968912574076	0
CBLN4	0.1956771505103517	0
BAP1	0.1960284200691902	1
TLE4	0.196069351535197	0
RHBDD1	0.196175953022696	0
UNC5B	0.1963235510447062	0
KATNB1	0.1963688886148576	0
GDPD2	0.1964822559575033	0
SLC25A53	0.1965444847474186	0
TSC22D2	0.1969261839702377	0
DRAM1	0.1973461890546377	0
TTC1	0.1973484712013171	0
DHX29	0.1973736864519574	0
DHPS	0.1974521823755138	0
SLC39A9	0.197861541392556	-1
PIGB	0.1980356660907398	0
SREK1IP1	0.1983542006024978	0
USP39	0.1985599513271539	0
FAAH	0.1985897630221531	0
HMGXB3	0.198955246766474	0
UNC13A	0.1990186757694803	0
SH2D4A	0.1991818688635688	0
RPL19	0.1993608054921957	0
STX11	0.1994882292540118	0
GAPDH	0.1997273005599854	0
SIM1	0.1998906683513746	0
HSPA13	0.2002772447357635	-1
INTS3	0.2006088578364352	0
ROR1	0.2007830619173627	0
CYTH3	0.2010245197071221	0
RRM2B	0.2012341579820191	0
ERCC3	0.2014708227376735	0
RASEF	0.2015062138612673	0
ASB9	0.2015627144018325	0
ATP9A	0.2016559341555381	-1
PAEP	0.2017728900690366	0
RAB6A	0.2018917132447443	0
PIGK	0.2029171414982032	0
AGTPBP1	0.2030842853943928	0
ELOVL3	0.2031909040543631	0
TAGLN2	0.2033134184069616	0
UBR1	0.2035208970660303	0
HLF	0.2035397253417679	0
RPL3	0.2036891887604543	0
AP1G2	0.203759871193126	0
UVRAG	0.2037618296642314	0
HSD17B7	0.2037857520748544	0
TCF19	0.203907112378719	0
PPIAL4G	0.2039230836699658	0
ELL2	0.2039352207329599	0
ACADVL	0.2042465276190583	0
CLSPN	0.2047076743282285	-1
LSM5	0.2047340047507808	0
ABHD16A	0.2047454472071087	0
DHX36	0.2049496785744997	0
DAAM1	0.205132786507479	0
CXCR5	0.2051340816491769	0
SYTL2	0.2051796202460472	0
WDR82	0.2052221920342879	0
APC	0.2054034573536255	0
RPAP2	0.2056592751688229	0
INTS12	0.2059799505391577	0
PIGN	0.2059885416428762	0
NLRP12	0.2061981199996046	0
CDK12	0.2062215898096174	0
MAN2A1	0.2063666839919646	0
SSH2	0.2064043289954918	0
SERHL2	0.2067543201752567	0
RTCB	0.2067594356071462	0
