gene	p-value	label
BORA	0.0001699215336832	0
DYNC2LI1	0.0001729392273997	0
KRT18	0.0001737761273721	0
ACTN2	0.000176696932508	0
CAPNS1	0.0001804033297388	0
PTK2B	0.0001814649750091	0
CTNNA1	0.0001825027103274	0
STAT5B	0.0001829652466655	0
IRAK2	0.0001865748495284	0
CDK2	0.0001877961328305	0
KCNA1	0.0001925799621964	0
ACTN1	0.0001941971050894	0
MMP9	0.000195477714661	0
MLH3	0.0001969385243477	0
GNAS	0.0002008206149199	0
CYP4A11	0.0002032627416721	0
RPS6KA4	0.0002055247825292	0
MRAS	0.0002096156185937	0
ARRB1	0.0002097338887001	0
ZYX	0.0002175289972584	0
NOS3	0.0002187376270999	0
OBSL1	0.0002200850763891	0
NMI	0.0002212784560921	0
RALBP1	0.000227633163738	0
GRB7	0.0002279047998374	0
CREB1	0.0002313359998332	0
MAP2K2	0.0002319392941519	0
LCK	0.0002333128919543	0
DPF2	0.0002335526537314	0
MAP2K7	0.0002341954701795	0
CD247	0.000235796924603	0
ATR	0.0002362739889913	0
CYP2C18	0.0002369309756992	0
RASD2	0.0002372212459117	0
MAP3K6	0.0002374558043195	0
ROCK1	0.0002418657193165	0
HAT1	0.0002442064026052	0
ATF2	0.0002513776141949	0
MAPK7	0.0002554836851905	0
GAB1	0.000256781243203	0
AGT	0.0002585804937421	0
PIK3R1	0.0002595841914569	0
RAP1B	0.0002605518623677	0
KCNA3	0.0002613227683934	0
DIRAS2	0.0002626956107331	0
SIN3A	0.0002649565107462	0
CDK4	0.0002708899494263	0
NF1	0.0002730969282682	1
HCK	0.0002766137396394	0
INSR	0.0002870359411958	0
CYP4B1	0.0002882803989503	0
NRP1	0.0002949120636359	0
EIF2AK3	0.0002970978854584	0
EIF2S3	0.0002972259884132	0
TMOD1	0.0003002552677999	-1
SOS1	0.0003002561837254	0
CYP2U1	0.0003093058162636	0
MYH2	0.000310322370996	0
MAP3K3	0.0003157296484609	0
GPSM3	0.0003193317763613	0
CUL1	0.0003246298781424	1
CYP46A1	0.000329981952588	0
SLC9A3R2	0.000334646554878	0
NCF2	0.0003347817398342	0
CYP39A1	0.0003447513450159	0
CARM1	0.0003452723075248	0
RHOD	0.0003472373223857	0
GBF1	0.0003485266818787	0
PDGFRA	0.0003556510530281	0
ETS2	0.0003559653616566	0
MAPKAPK2	0.0003574647629191	0
NCOR2	0.0003596519040911	0
HIF1A	0.0003609038426213	0
IFT88	0.0003639293697662	0
TIMP2	0.000363958968093	0
CCND1	0.0003683468238701	0
MAP2K4	0.0003683601133726	0
CAMK4	0.0003684061718628	0
PPARA	0.0003694122087418	0
IL6	0.000370206054377	0
VAV1	0.0003732278585278	0
TICAM1	0.0003739028251783	0
MAP4K2	0.0003762823066826	0
CYP2R1	0.0003796253526453	0
NFATC4	0.0003803712723311	0
CYP4A22	0.0003805671972995	0
RNF2	0.0003822884390905	0
ADAM9	0.0003852079972311	0
SLC2A4	0.000385794768482	0
RASA1	0.0003873958498533	0
PHKG1	0.0003934749674164	0
NGFR	0.0003961363075329	0
BCAR1	0.0003992167127249	0
PRKCI	0.000403360383123	0
AGTR1	0.0004074381836755	0
MUSK	0.0004117870055029	0
ANXA1	0.0004125663588305	0
STAT5A	0.0004187716419736	0
CYP27B1	0.0004188372679885	0
CDK8	0.0004252036291554	0
